,Teamname,Tournament,Username
3752,Toronto Rush,AUDL 2017,Wu
3753,Toronto Rush,AUDL 2014,Yearwood
3754,Toronto Rush,AUDL 2015,Yearwood
3755,Toronto Rush,AUDL 2016,Yearwood
3756,Toronto Rush,AUDL 2017,Yearwood
3757,Toronto Rush,AUDL 2018,Yearwood
3758,Toronto Rush,AUDL 2017,Yu
3759,Toronto Rush,AUDL 2015,Yue
3760,Toronto Rush,AUDL 2016,Yue B
3761,Toronto Rush,AUDL 2017,Zlatic
3762,Toronto Rush,AUDL 2018,Zlatic
3763,Toronto Rush,AUDL 2018,knapp
3764,Vancouver Riptide,AUDL 2017,Alistair
3765,Vancouver Riptide,AUDL 2015,Anders B
3766,Vancouver Riptide,AUDL 2016,Anderson
3767,Vancouver Riptide,AUDL 2017,Ari
3768,Vancouver Riptide,AUDL 2015,Baker B
3769,Vancouver Riptide,AUDL 2015,Bellav J
3770,Vancouver Riptide,AUDL 2016,Bellavan
3771,Vancouver Riptide,AUDL 2017,Brayden
3772,Vancouver Riptide,AUDL 2017,Brendo
3773,Vancouver Riptide,AUDL 2017,Brett
3774,Vancouver Riptide,AUDL 2014,Brian B
3775,Vancouver Riptide,AUDL 2016,Bryson
3776,Vancouver Riptide,AUDL 2015,Bryson M
3777,Vancouver Riptide,AUDL 2016,Burelle
3778,Vancouver Riptide,AUDL 2016,Chatha
3779,Vancouver Riptide,AUDL 2015,Chatha G
3780,Vancouver Riptide,AUDL 2017,Church
3781,Vancouver Riptide,AUDL 2017,Darren
3782,Vancouver Riptide,AUDL 2014,Darren W
3783,Vancouver Riptide,AUDL 2016,Davis
3784,Vancouver Riptide,AUDL 2017,Davis
3785,Vancouver Riptide,AUDL 2015,Davis A
3786,Vancouver Riptide,AUDL 2014,Derek F
3787,Vancouver Riptide,AUDL 2016,Dhillon
3788,Vancouver Riptide,AUDL 2015,Dozzi M
3789,Vancouver Riptide,AUDL 2014,Edward G
3790,Vancouver Riptide,AUDL 2014,Einer L
3791,Vancouver Riptide,AUDL 2014,Erik H
3792,Vancouver Riptide,AUDL 2015,Fenton D
3793,Vancouver Riptide,AUDL 2014,Franci M
3794,Vancouver Riptide,AUDL 2017,Fred
3795,Vancouver Riptide,AUDL 2017,Gagey
3796,Vancouver Riptide,AUDL 2015,Gailit A
3797,Vancouver Riptide,AUDL 2016,Gailits
3798,Vancouver Riptide,AUDL 2016,Gee
3799,Vancouver Riptide,AUDL 2016,Goodkey
3800,Vancouver Riptide,AUDL 2014,Graham L
3801,Vancouver Riptide,AUDL 2016,Greer
3802,Vancouver Riptide,AUDL 2016,Guo
3803,Vancouver Riptide,AUDL 2017,Guo
3804,Vancouver Riptide,AUDL 2015,Guo E
3805,Vancouver Riptide,AUDL 2014,Gyorgy A
3806,Vancouver Riptide,AUDL 2016,Hibbert
3807,Vancouver Riptide,AUDL 2015,Hunter M
3808,Vancouver Riptide,AUDL 2014,Jasper L
3809,Vancouver Riptide,AUDL 2017,Joel
3810,Vancouver Riptide,AUDL 2017,Jordan D
3811,Vancouver Riptide,AUDL 2014,Joshua T
3812,Vancouver Riptide,AUDL 2017,KChan
3813,Vancouver Riptide,AUDL 2017,KGreer
3814,Vancouver Riptide,AUDL 2017,KLore
3815,Vancouver Riptide,AUDL 2014,Kevin L
3816,Vancouver Riptide,AUDL 2016,Knechtel
3817,Vancouver Riptide,AUDL 2016,Lam
3818,Vancouver Riptide,AUDL 2015,Lam F
3819,Vancouver Riptide,AUDL 2015,Leduc M
3820,Vancouver Riptide,AUDL 2015,Lee R
3821,Vancouver Riptide,AUDL 2017,Levi
3822,Vancouver Riptide,AUDL 2016,Lore
3823,Vancouver Riptide,AUDL 2015,Lore K
3824,Vancouver Riptide,AUDL 2014,Mads G
3825,Vancouver Riptide,AUDL 2014,Matt H
3826,Vancouver Riptide,AUDL 2015,McFady C
3827,Vancouver Riptide,AUDL 2017,Moore
3828,Vancouver Riptide,AUDL 2017,Morgan
3829,Vancouver Riptide,AUDL 2017,Nima
3830,Vancouver Riptide,AUDL 2016,Nitikman
3831,Vancouver Riptide,AUDL 2015,Norris J
3832,Vancouver Riptide,AUDL 2017,Peter G
3833,Vancouver Riptide,AUDL 2017,Petey
3834,Vancouver Riptide,AUDL 2014,Pierre L
3835,Vancouver Riptide,AUDL 2014,Reynal A
3836,Vancouver Riptide,AUDL 2014,Richie T
3837,Vancouver Riptide,AUDL 2017,Rumi
3838,Vancouver Riptide,AUDL 2014,Ryan L
3839,Vancouver Riptide,AUDL 2014,Ryan S
3840,Vancouver Riptide,AUDL 2017,Sam
3841,Vancouver Riptide,AUDL 2017,Samson
3842,Vancouver Riptide,AUDL 2014,Samson H
3843,Vancouver Riptide,AUDL 2015,Sincla M
3844,Vancouver Riptide,AUDL 2016,Sinclair
3845,Vancouver Riptide,AUDL 2015,Sun R
3846,Vancouver Riptide,AUDL 2016,Tam
3847,Vancouver Riptide,AUDL 2015,Tam R
3848,Vancouver Riptide,AUDL 2016,Tan
3849,Vancouver Riptide,AUDL 2015,Tan J
3850,Vancouver Riptide,AUDL 2014,Taylor N
3851,Vancouver Riptide,AUDL 2014,Ted C
3852,Vancouver Riptide,AUDL 2017,Ted Chu
3853,Vancouver Riptide,AUDL 2016,Tejpar
3854,Vancouver Riptide,AUDL 2015,Tejpar R
3855,Vancouver Riptide,AUDL 2016,Telfer
3856,Vancouver Riptide,AUDL 2014,Thomas R
3857,Vancouver Riptide,AUDL 2017,Tim
3858,Vancouver Riptide,AUDL 2014,Tim L
3859,Vancouver Riptide,AUDL 2017,Toly
3860,Vancouver Riptide,AUDL 2017,Trevor
3861,Vancouver Riptide,AUDL 2016,Trotter
3862,Vancouver Riptide,AUDL 2016,Tsang
3863,Vancouver Riptide,AUDL 2015,Tsang T
3864,Vancouver Riptide,AUDL 2017,Ty B
3865,Vancouver Riptide,AUDL 2015,Underh K
3866,Vancouver Riptide,AUDL 2016,Underhil
3867,Vancouver Riptide,AUDL 2016,Vasilyev
3868,Vancouver Riptide,AUDL 2016,Vu
3869,Vancouver Riptide,AUDL 2017,Will Vu
3870,Vancouver Riptide,AUDL 2014,Willia V
3871,Vancouver Riptide,AUDL 2016,Wong
3872,Vancouver Riptide,AUDL 2016,Wu
3873,Vancouver Riptide,AUDL 2015,Wu D
3874,Vancouver Riptide,AUDL 2017,Yi-Min
3875,Vancouver Riptide,AUDL 2016,Yip
3876,Vancouver Riptide,AUDL 2015,Yip C
3877,Vancouver Riptide,AUDL 2016,Yu
3878,Vancouver Riptide,AUDL 2015,Yu P
