,Year,Name,Teamname,Goals,Catches,Drops,Assists,Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Against,Stalls,Blocks,Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
2515,AUDL 2017,Travis Dunn,San Diego Growlers,37.0,336.0,2.0,31.0,308.0,275.0,27.0,5.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571428571429,9.08108108108108,9.935483870967742,0.08766233766233766,0.005917159763313609,0.0,0.0,0.0
2516,AUDL 2017,Trenton Spinks,Atlanta Hustle,5.0,61.0,1.0,1.0,59.0,57.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.61016949152543,12.2,59.0,0.01694915254237288,0.016129032258064516,0.0,0.0,0.0
2517,AUDL 2017,Trevor Knechtel,Vancouver Riptide,6.0,224.0,2.0,18.0,305.0,268.0,29.0,8.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8688524590164,37.333333333333336,16.944444444444443,0.09508196721311475,0.008849557522123894,0.0,0.0,0.0
2518,AUDL 2017,Trevor Purdy,San Diego Growlers,17.0,93.0,1.0,11.0,77.0,69.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6103896103896,5.470588235294118,7.0,0.1038961038961039,0.010638297872340425,0.0,0.0,0.0
2519,AUDL 2017,Trey Katzenbach,Philadelphia Phoenix,9.0,196.0,2.0,10.0,261.0,258.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85057471264368,21.77777777777778,26.1,0.007662835249042145,0.010101010101010102,0.0,0.0,0.0
2520,AUDL 2017,Tristan Green,Raleigh Flyers,2.0,96.0,0.0,20.0,142.0,124.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,73.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.32394366197182,48.0,7.1,0.11267605633802817,0.0,0.0,0.0,0.0
2521,AUDL 2017,Tristan Grovender,Minnesota Wind Chill,1.0,48.0,1.0,4.0,71.0,63.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.73239436619718,48.0,17.75,0.07042253521126761,0.02040816326530612,0.0,0.0,0.0
2523,AUDL 2017,Ty Barbieri,Vancouver Riptide,35.0,124.0,11.0,9.0,95.0,81.0,13.0,1.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.26315789473684,3.5428571428571427,10.555555555555555,0.1368421052631579,0.08148148148148149,0.0,0.0,0.0
2524,AUDL 2017,Tyler Bacon,San Diego Growlers,15.0,114.0,2.0,9.0,119.0,111.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.27731092436974,7.6,13.222222222222221,0.058823529411764705,0.017241379310344827,0.0,0.0,0.0
2525,AUDL 2017,Tyler Conger,Nashville NightWatch,1.0,237.0,2.0,19.0,306.0,273.0,28.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2156862745098,237.0,16.105263157894736,0.0915032679738562,0.008368200836820083,0.0,0.0,0.0
2526,AUDL 2017,Tyler DeGirolamo,Pittsburgh Thunderbirds,19.0,81.0,4.0,15.0,62.0,56.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.32258064516128,4.2631578947368425,4.133333333333334,0.08064516129032258,0.047058823529411764,0.0,0.0,0.0
2528,AUDL 2017,Tyler Kunsa,Jacksonville Cannons,12.0,315.0,1.0,22.0,416.0,395.0,19.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.95192307692307,26.25,18.90909090909091,0.04567307692307692,0.0031645569620253164,0.0,0.0,0.0
2530,AUDL 2017,Tyler Monroe,DC Breeze,30.0,267.0,7.0,46.0,247.0,225.0,20.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.09311740890689,8.9,5.369565217391305,0.08097165991902834,0.025547445255474453,0.0,0.0,0.0
2533,AUDL 2017,Vincenzo Vitiello,San Francisco FlameThrowers,7.0,60.0,2.0,7.0,70.0,63.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8.571428571428571,10.0,0.1,0.03225806451612903,0.0,0.0,0.0
2534,AUDL 2017,Von Alanguilan,Chicago Wildfire,5.0,86.0,5.0,4.0,84.0,81.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.42857142857143,17.2,21.0,0.011904761904761904,0.054945054945054944,0.0,0.0,0.0
2536,AUDL 2017,Will Chen,Seattle Cascades,3.0,119.0,1.0,1.0,140.0,136.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14285714285714,39.666666666666664,140.0,0.02857142857142857,0.008333333333333333,0.0,0.0,0.0
2540,AUDL 2017,William Hoehne,Philadelphia Phoenix,35.0,223.0,2.0,23.0,199.0,178.0,17.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.44723618090453,6.371428571428571,8.652173913043478,0.08542713567839195,0.008888888888888889,0.0,0.0,0.0
2541,AUDL 2017,William Vu,Vancouver Riptide,5.0,282.0,2.0,34.0,351.0,296.0,44.0,11.0,0.0,0.0,0.0,13.0,0.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.33048433048434,56.4,10.323529411764707,0.12535612535612536,0.007042253521126761,0.0,0.0,0.0
2542,AUDL 2017,Xavier Klena,Detroit Mechanix,1.0,75.0,4.0,3.0,76.0,68.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47368421052632,75.0,25.333333333333332,0.05263157894736842,0.05063291139240506,0.0,0.0,0.0
2543,AUDL 2017,Xavier Maxstadt,Pittsburgh Thunderbirds,2.0,149.0,1.0,21.0,271.0,233.0,33.0,5.0,0.0,0.0,0.0,8.0,0.0,101.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97785977859779,74.5,12.904761904761905,0.12177121771217712,0.006666666666666667,0.0,0.0,0.0
2544,AUDL 2017,Xavier Payne,Nashville NightWatch,1.0,164.0,1.0,18.0,239.0,206.0,27.0,6.0,0.0,0.0,0.0,1.0,0.0,87.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19246861924687,164.0,13.277777777777779,0.11297071129707113,0.006060606060606061,0.0,0.0,0.0
2546,AUDL 2017,Yi-Min Lin,Vancouver Riptide,7.0,78.0,2.0,6.0,90.0,80.0,7.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,11.142857142857142,15.0,0.07777777777777778,0.025,0.0,0.0,0.0
2548,AUDL 2017,Zac Schakner,Los Angeles Aviators,5.0,74.0,1.0,12.0,87.0,79.0,8.0,0.0,3.0,0.0,0.0,5.0,1.0,17.0,1.0,1.0,1.0,43.0,15.899999999999999,25.799999999999997,55.7,55.7,90.80459770114942,14.8,7.25,0.09195402298850575,0.013333333333333334,14.333333333333334,55.7,55.7
2550,AUDL 2017,Zach Norrbom,DC Breeze,4.0,49.0,0.0,3.0,76.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.68421052631578,12.25,25.333333333333332,0.0,0.0,0.0,0.0,0.0
2552,AUDL 2017,Zach Theodore,Los Angeles Aviators,28.0,100.0,3.0,11.0,80.0,73.0,4.0,3.0,17.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,240.6,156.4,126.8,0.0,0.0,91.25,3.5714285714285716,7.2727272727272725,0.05,0.02912621359223301,14.152941176470588,0.0,0.0
2555,AUDL 2017,Zechariah Avello,Nashville NightWatch,29.0,117.0,0.0,11.0,93.0,83.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.24731182795699,4.0344827586206895,8.454545454545455,0.07526881720430108,0.0,0.0,0.0,0.0
2556,AUDL 2017,Zeke Ivers,San Diego Growlers,9.0,334.0,5.0,42.0,481.0,449.0,26.0,6.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.34719334719335,37.111111111111114,11.452380952380953,0.05405405405405406,0.014749262536873156,0.0,0.0,0.0
2558,AUDL 2018,Aaron Schwartz,Indianapolis AlleyCats,17.0,119.0,3.0,10.0,117.0,105.0,10.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.74358974358975,7.0,11.7,0.08547008547008547,0.02459016393442623,0.0,0.0,0.0
2559,AUDL 2018,Aaron Shi,San Jose Spiders,4.0,50.0,0.0,2.0,53.0,47.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67924528301887,12.5,26.5,0.11320754716981132,0.0,0.0,0.0,0.0
2560,AUDL 2018,Aaron Weaver,Los Angeles Aviators,11.0,104.0,3.0,7.0,98.0,94.0,3.0,1.0,55.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,904.2,534.2,529.5000000000001,0.0,0.0,95.91836734693877,9.454545454545455,14.0,0.030612244897959183,0.028037383177570093,16.44,0.0,0.0
2561,AUDL 2018,Adam Carr,Tampa Bay Cannons,13.0,252.0,0.0,11.0,288.0,273.0,10.0,4.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.79166666666666,19.384615384615383,26.181818181818183,0.034722222222222224,0.0,0.0,0.0,0.0
2563,AUDL 2018,Adam Drews,Madison Radicals,5.0,145.0,0.0,7.0,177.0,167.0,7.0,2.0,0.0,0.0,1.0,4.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.35028248587571,29.0,25.285714285714285,0.03954802259887006,0.0,0.0,0.0,0.0
2564,AUDL 2018,Adam O'Donnell,Ottawa Outlaws,9.0,121.0,3.0,10.0,111.0,104.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.69369369369369,13.444444444444445,11.1,0.036036036036036036,0.024193548387096774,0.0,0.0,0.0
2567,AUDL 2018,Adrian Yearwood,Toronto Rush,4.0,151.0,2.0,17.0,184.0,169.0,12.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.84782608695652,37.75,10.823529411764707,0.06521739130434782,0.013071895424836602,0.0,0.0,0.0
2570,AUDL 2018,Aldous Root,Seattle Cascades,10.0,142.0,1.0,14.0,138.0,127.0,10.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.02898550724638,14.2,9.857142857142858,0.07246376811594203,0.006993006993006993,0.0,0.0,0.0
2571,AUDL 2018,Alec Arsenault,Ottawa Outlaws,51.0,232.0,4.0,21.0,185.0,166.0,15.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72972972972974,4.549019607843137,8.80952380952381,0.08108108108108109,0.01694915254237288,0.0,0.0,0.0
2572,AUDL 2018,Alec Surmani,San Jose Spiders,14.0,89.0,0.0,5.0,101.0,93.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.07920792079209,6.357142857142857,20.2,0.06930693069306931,0.0,0.0,0.0,0.0
2574,AUDL 2018,Alex Duffel,Seattle Cascades,16.0,317.0,5.0,13.0,423.0,395.0,24.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3806146572104,19.8125,32.53846153846154,0.05673758865248227,0.015527950310559006,0.0,0.0,0.0
2576,AUDL 2018,Alex Hamilton,Indianapolis AlleyCats,11.0,108.0,1.0,7.0,128.0,120.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,9.818181818181818,18.285714285714285,0.0625,0.009174311926605505,0.0,0.0,0.0
2577,AUDL 2018,Alex Pan,San Francisco FlameThrowers,4.0,88.0,3.0,4.0,108.0,98.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.74074074074075,22.0,27.0,0.06481481481481481,0.03296703296703297,0.0,0.0,0.0
2578,AUDL 2018,Alex Rummelhart,Chicago Wildfire,9.0,67.0,5.0,2.0,69.0,67.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.10144927536231,7.444444444444445,34.5,0.028985507246376812,0.06944444444444445,0.0,0.0,0.0
2579,AUDL 2018,Alex Thomas,Pittsburgh Thunderbirds,13.0,74.0,4.0,3.0,62.0,57.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.93548387096774,5.6923076923076925,20.666666666666668,0.08064516129032258,0.05128205128205128,0.0,0.0,0.0
2580,AUDL 2018,Alexander Isik,New York Empire,2.0,36.0,0.0,2.0,56.0,50.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571428571429,18.0,28.0,0.10714285714285714,0.0,0.0,0.0,0.0
2582,AUDL 2018,Alexander Morris,San Jose Spiders,9.0,63.0,3.0,5.0,56.0,52.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714286,7.0,11.2,0.07142857142857142,0.045454545454545456,0.0,0.0,0.0
2583,AUDL 2018,Alexander Taylor,Raleigh Flyers,7.0,83.0,0.0,1.0,99.0,94.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.94949494949495,11.857142857142858,99.0,0.050505050505050504,0.0,0.0,0.0,0.0
2586,AUDL 2018,Allan Laviolette,Atlanta Hustle,4.0,49.0,0.0,7.0,55.0,51.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.72727272727272,12.25,7.857142857142857,0.07272727272727272,0.0,0.0,0.0,0.0
2587,AUDL 2018,Allan Laviolette,Raleigh Flyers,2.0,49.0,0.0,2.0,55.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.18181818181819,24.5,27.5,0.01818181818181818,0.0,0.0,0.0,0.0
2589,AUDL 2018,Allen Lai,Los Angeles Aviators,3.0,204.0,0.0,6.0,332.0,322.0,8.0,2.0,212.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3299.599999999997,2366.199999999998,1617.6000000000015,0.0,0.0,96.98795180722891,68.0,55.333333333333336,0.024096385542168676,0.0,15.564150943396212,0.0,0.0
2592,AUDL 2018,Andre Arsenault,Montreal Royal,14.0,71.0,2.0,8.0,65.0,58.0,7.0,0.0,34.0,0.0,0.0,16.0,0.0,2.0,0.0,2.0,2.0,588.1,388.69999999999993,244.29999999999998,133.5,133.5,89.23076923076924,5.071428571428571,8.125,0.1076923076923077,0.0273972602739726,17.29705882352941,66.75,66.75
2593,AUDL 2018,Andrew Berry,San Francisco FlameThrowers,13.0,100.0,5.0,6.0,89.0,82.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.13483146067416,7.6923076923076925,14.833333333333334,0.06741573033707865,0.047619047619047616,0.0,0.0,0.0
2594,AUDL 2018,Andrew Brown,Madison Radicals,6.0,225.0,1.0,4.0,287.0,275.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.81881533101046,37.5,71.75,0.020905923344947737,0.004424778761061947,0.0,0.0,0.0
2595,AUDL 2018,Andrew Carroll,Toronto Rush,25.0,269.0,5.0,38.0,251.0,227.0,19.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.43824701195219,10.76,6.605263157894737,0.07569721115537849,0.01824817518248175,0.0,0.0,0.0
2596,AUDL 2018,Andrew Cohen,Raleigh Flyers,1.0,75.0,0.0,5.0,87.0,83.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.40229885057471,75.0,17.4,0.04597701149425287,0.0,0.0,0.0,0.0
2598,AUDL 2018,Andrew Meshnick,Madison Radicals,15.0,144.0,1.0,11.0,144.0,125.0,16.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.80555555555556,9.6,13.090909090909092,0.1111111111111111,0.006896551724137931,0.0,0.0,0.0
2599,AUDL 2018,Andrew Moore,San Jose Spiders,19.0,85.0,2.0,4.0,70.0,64.0,4.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.42857142857143,4.473684210526316,17.5,0.05714285714285714,0.022988505747126436,0.0,0.0,0.0
2600,AUDL 2018,Andrew Ouchterlony,Ottawa Outlaws,8.0,118.0,0.0,8.0,113.0,100.0,9.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49557522123894,14.75,14.125,0.07964601769911504,0.0,0.0,0.0,0.0
2602,AUDL 2018,Andrew Roney,Tampa Bay Cannons,21.0,602.0,3.0,50.0,668.0,631.0,31.0,5.0,0.0,0.0,1.0,22.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.46107784431138,28.666666666666668,13.36,0.04640718562874251,0.0049586776859504135,0.0,0.0,0.0
2603,AUDL 2018,Andrew Walch,Austin Sol,27.0,146.0,2.0,8.0,127.0,120.0,6.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.48818897637796,5.407407407407407,15.875,0.047244094488188976,0.013513513513513514,0.0,0.0,0.0
2604,AUDL 2018,Andy Yu,Detroit Mechanix,5.0,196.0,1.0,13.0,254.0,231.0,17.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.94488188976378,39.2,19.53846153846154,0.06692913385826772,0.005076142131979695,0.0,0.0,0.0
2607,AUDL 2018,Antoine Davis,San Francisco FlameThrowers,36.0,242.0,9.0,32.0,245.0,210.0,30.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,6.722222222222222,7.65625,0.12244897959183673,0.035856573705179286,0.0,0.0,0.0
2608,AUDL 2018,Antoine Genest,Montreal Royal,9.0,141.0,2.0,29.0,219.0,183.0,31.0,5.0,141.0,0.0,0.0,7.0,0.0,30.0,2.0,25.0,23.0,3108.2999999999997,1560.5,2031.0999999999997,1778.4,1609.6,83.56164383561644,15.666666666666666,7.551724137931035,0.1415525114155251,0.013986013986013986,22.044680851063827,71.13600000000001,69.98260869565217
2609,AUDL 2018,Aubrey Davis,Austin Sol,2.0,46.0,1.0,2.0,63.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06349206349206,23.0,31.5,0.07936507936507936,0.02127659574468085,0.0,0.0,0.0
2610,AUDL 2018,Austin Bartenstein,DC Breeze,1.0,153.0,1.0,10.0,206.0,178.0,24.0,3.0,0.0,0.0,1.0,2.0,0.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.40776699029125,153.0,20.6,0.11650485436893204,0.006493506493506494,0.0,0.0,0.0
2612,AUDL 2018,Austin Taylor,Atlanta Hustle,5.0,267.0,5.0,19.0,350.0,333.0,12.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.14285714285714,53.4,18.42105263157895,0.03428571428571429,0.01838235294117647,0.0,0.0,0.0
2613,AUDL 2018,Avery Johnson,Madison Radicals,19.0,107.0,4.0,12.0,88.0,81.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.04545454545455,5.631578947368421,7.333333333333333,0.056818181818181816,0.036036036036036036,0.0,0.0,0.0
2614,AUDL 2018,Basten de Jongh,Detroit Mechanix,8.0,100.0,5.0,7.0,93.0,77.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,123.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.79569892473118,12.5,13.285714285714286,0.17204301075268819,0.047619047619047616,0.0,0.0,0.0
2616,AUDL 2018,Beau Kittredge,New York Empire,22.0,337.0,2.0,18.0,328.0,311.0,13.0,4.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8170731707317,15.318181818181818,18.22222222222222,0.039634146341463415,0.0058997050147492625,0.0,0.0,0.0
2617,AUDL 2018,Ben Davies,Philadelphia Phoenix,5.0,132.0,1.0,7.0,169.0,159.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0828402366864,26.4,24.142857142857142,0.05325443786982249,0.007518796992481203,0.0,0.0,0.0
2619,AUDL 2018,Ben Jagt,New York Empire,55.0,417.0,7.0,66.0,367.0,327.0,37.0,3.0,0.0,0.0,0.0,14.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.10081743869209,7.581818181818182,5.5606060606060606,0.1008174386920981,0.01650943396226415,0.0,0.0,0.0
2620,AUDL 2018,Ben Katz,New York Empire,39.0,379.0,1.0,39.0,447.0,415.0,25.0,7.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.84116331096197,9.717948717948717,11.461538461538462,0.05592841163310962,0.002631578947368421,0.0,0.0,0.0
2622,AUDL 2018,Ben Nelson,Madison Radicals,17.0,365.0,1.0,20.0,454.0,438.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47577092511013,21.470588235294116,22.7,0.02643171806167401,0.00273224043715847,0.0,0.0,0.0
2625,AUDL 2018,Ben Scharfstein,San Francisco FlameThrowers,1.0,62.0,0.0,3.0,74.0,65.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83783783783784,62.0,24.666666666666668,0.10810810810810811,0.0,0.0,0.0,0.0
2626,AUDL 2018,Benjamin Burelle,Toronto Rush,24.0,139.0,2.0,24.0,122.0,101.0,15.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.78688524590164,5.791666666666667,5.083333333333333,0.12295081967213115,0.014184397163120567,0.0,0.0,0.0
2627,AUDL 2018,Benjamin Oort,Toronto Rush,31.0,98.0,3.0,4.0,62.0,55.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.70967741935483,3.161290322580645,15.5,0.0967741935483871,0.0297029702970297,0.0,0.0,0.0
2628,AUDL 2018,Benjamin Parris,Nashville NightWatch,32.0,137.0,4.0,13.0,109.0,97.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9908256880734,4.28125,8.384615384615385,0.07339449541284404,0.028368794326241134,0.0,0.0,0.0
2629,AUDL 2018,Benjamin Spielman,New York Empire,5.0,54.0,1.0,3.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.8,17.666666666666668,0.0,0.01818181818181818,0.0,0.0,0.0
2630,AUDL 2018,Bennett Wachob,Tampa Bay Cannons,3.0,45.0,0.0,4.0,53.0,51.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.22641509433963,15.0,13.25,0.03773584905660377,0.0,0.0,0.0,0.0
2633,AUDL 2018,Billy O'Bryan,Tampa Bay Cannons,8.0,246.0,1.0,25.0,308.0,288.0,17.0,3.0,0.0,0.0,0.0,9.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5064935064935,30.75,12.32,0.05519480519480519,0.004048582995951417,0.0,0.0,0.0
2634,AUDL 2018,Bob Liu,Raleigh Flyers,9.0,417.0,0.0,25.0,513.0,494.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29629629629629,46.333333333333336,20.52,0.03508771929824561,0.0,0.0,0.0,0.0
2635,AUDL 2018,Bobby Ley,Tampa Bay Cannons,20.0,756.0,1.0,49.0,799.0,758.0,33.0,6.0,0.0,2.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.86858573216522,37.8,16.306122448979593,0.04130162703379224,0.001321003963011889,0.0,0.0,0.0
2636,AUDL 2018,Brad Houser,Seattle Cascades,30.0,283.0,5.0,30.0,292.0,270.0,20.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.46575342465754,9.433333333333334,9.733333333333333,0.0684931506849315,0.017361111111111112,0.0,0.0,0.0
2637,AUDL 2018,Brad Scott,DC Breeze,8.0,98.0,3.0,9.0,96.0,89.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.70833333333334,12.25,10.666666666666666,0.0625,0.0297029702970297,0.0,0.0,0.0
