,Away Team,Away Team Score,Date Location,Home Team,Home Team Score,Matchup Link,Year,Date,Time,City,Week,UniversalGameID
917,DC Breeze,20,"Sat, 5/19 6:30 PM EDT Toronto",Toronto Rush,33,/league/game/2018-05-19-DC-TOR,2018,2018-05-19,6:30 PM EDT,Toronto,8,915
918,Minnesota Wind Chill,33,"Sat, 5/19 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,21,/league/game/2018-05-19-MIN-PIT,2018,2018-05-19,6:00 PM EDT,Pittsburgh,8,914
919,Madison Radicals,24,"Sat, 5/19 6:00 PM CDT Chicago",Chicago Wildfire,16,/league/game/2018-05-19-MAD-CHI,2018,2018-05-19,6:00 PM CDT,Chicago,8,913
920,Los Angeles Aviators,25,"Sat, 5/19 6:30 PM PDT San Diego",San Diego Growlers,20,/league/game/2018-05-19-LA-SD,2018,2018-05-19,6:30 PM PDT,San Diego,8,916
921,Minnesota Wind Chill,34,"Sun, 5/20 TBD Detroit",Detroit Mechanix,24,/league/game/2018-05-20-MIN-DET,2018,2018-05-20,TBD Detroit,,8,921
922,Atlanta Hustle,21,"Sun, 5/20 1:00 PM CDT Dallas",Dallas Roughnecks,26,/league/game/2018-05-20-ATL-DAL,2018,2018-05-20,1:00 PM CDT,Dallas,8,922
923,DC Breeze,20,"Sun, 5/20 1:00 PM EDT Montreal",Montreal Royal,21,/league/game/2018-05-20-DC-MTL,2018,2018-05-20,1:00 PM EDT,Montreal,8,923
924,Ottawa Outlaws,19,"Sun, 5/20 1:00 PM EDT Toronto",Toronto Rush,21,/league/game/2018-05-20-OTT-TOR,2018,2018-05-20,1:00 PM EDT,Toronto,8,924
925,Raleigh Flyers,24,"Sat, 5/26 7:00 PM CDT Madison",Madison Radicals,16,/league/game/2018-05-26-RAL-MAD,2018,2018-05-26,7:00 PM CDT,Madison,9,930
926,Austin Sol,21,"Sat, 5/26 7:00 PM CDT Nashville",Nashville Nightwatch,27,/league/game/2018-05-26-AUS-NSH,2018,2018-05-26,7:00 PM CDT,Nashville,9,929
927,Raleigh Flyers,24,"Sat, 5/26 7:00 PM CDT Madison",Madison Radicals,16,/league/game/2018-05-26-RAL-MAD,2018,2018-05-26,7:00 PM CDT,Madison,9,928
928,San Diego Growlers,23,"Sat, 5/26 6:00 PM PDT LA",Los Angeles Aviators,25,/league/game/2018-05-26-SD-LA,2018,2018-05-26,6:00 PM PDT,LA,9,926
929,Philadelphia Phoenix,23,"Sat, 5/26 4:30 PM EDT Toronto",Toronto Rush,28,/league/game/2018-05-26-PHI-TOR,2018,2018-05-26,4:30 PM EDT,Toronto,9,925
930,New York Empire,21,"Sat, 5/26 6:30 PM EDT DC",DC Breeze,29,/league/game/2018-05-26-NY-DC,2018,2018-05-26,6:30 PM EDT,DC,9,927
931,Philadelphia Phoenix,18,"Sun, 5/27 2:00 PM EDT Ottawa",Ottawa Outlaws,30,/league/game/2018-05-27-PHI-OTT,2018,2018-05-27,2:00 PM EDT,Ottawa,9,931
932,Austin Sol,14,"Fri, 6/1 7:00 PM EDT Raleigh",Raleigh Flyers,32,/league/game/2018-06-01-AUS-RAL,2018,2018-06-01,7:00 PM EDT,Raleigh,10,932
933,Ottawa Outlaws,21,"Sat, 6/2 7:00 PM EDT New York",New York Empire,24,/league/game/2018-06-02-OTT-NY,2018,2018-06-02,7:00 PM EDT,New York,10,939
934,Austin Sol,27,"Sat, 6/2 7:00 PM EDT Tampa Bay",Tampa Bay Cannons,26,/league/game/2018-06-02-AUS-TB,2018,2018-06-02,7:00 PM EDT,Tampa Bay,10,941
935,Dallas Roughnecks,31,"Sat, 6/2 7:00 PM CDT Nashville",Nashville Nightwatch,21,/league/game/2018-06-02-DAL-NSH,2018,2018-06-02,7:00 PM CDT,Nashville,10,940
936,San Francisco FlameThrowers,25,"Sat, 6/2 6:30 PM PDT San Diego",San Diego Growlers,24,/league/game/2018-06-02-SF-SD,2018,2018-06-02,6:30 PM PDT,San Diego,10,938
937,Chicago Wildfire,25,"Sat, 6/2 TBD Detroit",Detroit Mechanix,18,/league/game/2018-06-02-CHI-DET,2018,2018-06-02,TBD Detroit,,10,933
938,San Jose Spiders,29,"Sat, 6/2 6:00 PM PDT Seattle",Seattle Cascades,25,/league/game/2018-06-02-SJ-SEA,2018,2018-06-02,6:00 PM PDT,Seattle,10,936
939,Indianapolis AlleyCats,18,"Sat, 6/2 5:00 PM CDT Minnesota",Minnesota Wind Chill,22,/league/game/2018-06-02-IND-MIN,2018,2018-06-02,5:00 PM CDT,Minnesota,10,934
940,DC Breeze,20,"Sat, 6/2 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,11,/league/game/2018-06-02-DC-PIT,2018,2018-06-02,6:00 PM EDT,Pittsburgh,10,937
941,Toronto Rush,24,"Sat, 6/2 5:00 PM EDT Montreal",Montreal Royal,20,/league/game/2018-06-02-TOR-MTL,2018,2018-06-02,5:00 PM EDT,Montreal,10,935
942,Ottawa Outlaws,21,"Sun, 6/3 1:00 PM EDT Philadelphia",Philadelphia Phoenix,22,/league/game/2018-06-03-OTT-PHI,2018,2018-06-03,1:00 PM EDT,Philadelphia,10,942
943,Dallas Roughnecks,29,"Sun, 6/3 1:00 PM EDT Atlanta",Atlanta Hustle,28,/league/game/2018-06-03-DAL-ATL,2018,2018-06-03,1:00 PM EDT,Atlanta,10,943
944,San Francisco FlameThrowers,19,"Sun, 6/3 1:30 PM PDT LA",Los Angeles Aviators,23,/league/game/2018-06-03-SF-LA,2018,2018-06-03,1:30 PM PDT,LA,10,944
945,Minnesota Wind Chill,17,"Fri, 6/8 7:00 PM CDT Madison",Madison Radicals,20,/league/game/2018-06-08-MIN-MAD,2018,2018-06-08,7:00 PM CDT,Madison,11,945
946,Montreal Royal,27,"Fri, 6/8 7:30 PM EDT Ottawa",Ottawa Outlaws,26,/league/game/2018-06-08-MTL-OTT,2018,2018-06-08,7:30 PM EDT,Ottawa,11,946
947,Toronto Rush,24,"Sat, 6/9 6:30 PM EDT DC",DC Breeze,25,/league/game/2018-06-09-TOR-DC,2018,2018-06-09,6:30 PM EDT,DC,11,947
948,Pittsburgh Thunderbirds,21,"Sat, 6/9 6:30 PM EDT Philadelphia",Philadelphia Phoenix,30,/league/game/2018-06-09-PIT-PHI,2018,2018-06-09,6:30 PM EDT,Philadelphia,11,948
949,Atlanta Hustle,24,"Sat, 6/9 7:00 PM CDT Nashville",Nashville Nightwatch,21,/league/game/2018-06-09-ATL-NSH,2018,2018-06-09,7:00 PM CDT,Nashville,11,949
950,Madison Radicals,22,"Sat, 6/9 7:00 PM CDT Chicago",Chicago Wildfire,21,/league/game/2018-06-09-MAD-CHI,2018,2018-06-09,7:00 PM CDT,Chicago,11,950
951,San Diego Growlers,20,"Sat, 6/9 7:00 PM PDT San Jose",San Jose Spiders,21,/league/game/2018-06-09-SD-SJ,2018,2018-06-09,7:00 PM PDT,San Jose,11,951
952,Dallas Roughnecks,19,"Sat, 6/9 7:00 PM CDT Austin",Austin Sol,17,/league/game/2018-06-09-DAL-AUS,2018,2018-06-09,7:00 PM CDT,Austin,11,952
953,Detroit Mechanix,18,"Sat, 6/16 6:00 PM CDT Minnesota",Minnesota Wind Chill,37,/league/game/2018-06-16-DET-MIN,2018,2018-06-16,6:00 PM CDT,Minnesota,12,954
954,Nashville Nightwatch,15,"Sat, 6/16 7:00 PM EDT Raleigh",Raleigh Flyers,27,/league/game/2018-06-16-NSH-RAL,2018,2018-06-16,7:00 PM EDT,Raleigh,12,960
955,Ottawa Outlaws,17,"Sat, 6/16 6:30 PM EDT Toronto",Toronto Rush,27,/league/game/2018-06-16-OTT-TOR,2018,2018-06-16,6:30 PM EDT,Toronto,12,959
956,San Jose Spiders,17,"Sat, 6/16 6:30 PM PDT San Francisco",San Francisco FlameThrowers,21,/league/game/2018-06-16-SJ-SF,2018,2018-06-16,6:30 PM PDT,San Francisco,12,958
957,New York Empire,22,"Sat, 6/16 6:00 PM EDT Montreal",Montreal Royal,26,/league/game/2018-06-16-NY-MTL,2018,2018-06-16,6:00 PM EDT,Montreal,12,953
958,Seattle Cascades,17,"Sat, 6/16 6:00 PM PDT LA",Los Angeles Aviators,26,/league/game/2018-06-16-SEA-LA,2018,2018-06-16,6:00 PM PDT,LA,12,956
959,Madison Radicals,25,"Sat, 6/16 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,21,/league/game/2018-06-16-MAD-PIT,2018,2018-06-16,6:00 PM EDT,Pittsburgh,12,955
960,Dallas Roughnecks,24,"Sat, 6/16 6:30 PM EDT Atlanta",Atlanta Hustle,20,/league/game/2018-06-16-DAL-ATL,2018,2018-06-16,6:30 PM EDT,Atlanta,12,957
961,Dallas Roughnecks,28,"Sun, 6/17 1:00 PM EDT Tampa Bay",Tampa Bay Cannons,25,/league/game/2018-06-17-DAL-TB,2018,2018-06-17,1:00 PM EDT,Tampa Bay,12,961
962,Seattle Cascades,27,"Sun, 6/17 1:00 PM PDT San Diego",San Diego Growlers,25,/league/game/2018-06-17-SEA-SD,2018,2018-06-17,1:00 PM PDT,San Diego,12,962
963,New York Empire,18,"Sun, 6/17 1:00 PM EDT Toronto",Toronto Rush,25,/league/game/2018-06-17-NY-TOR,2018,2018-06-17,1:00 PM EDT,Toronto,12,963
964,Detroit Mechanix,12,"Sun, 6/17 1:00 PM CDT Chicago",Chicago Wildfire,34,/league/game/2018-06-17-DET-CHI,2018,2018-06-17,1:00 PM CDT,Chicago,12,964
965,Madison Radicals,20,"Sun, 6/17 5:00 PM EDT Indianapolis",Indianapolis AlleyCats,21,/league/game/2018-06-17-MAD-IND,2018,2018-06-17,5:00 PM EDT,Indianapolis,12,965
966,San Diego Growlers,23,"Sat, 6/23 7:00 PM PDT Seattle",Seattle Cascades,22,/league/game/2018-06-23-SD-SEA,2018,2018-06-23,7:00 PM PDT,Seattle,13,971
967,Los Angeles Aviators,27,"Sat, 6/23 7:00 PM PDT San Jose",San Jose Spiders,18,/league/game/2018-06-23-LA-SJ,2018,2018-06-23,7:00 PM PDT,San Jose,13,972
968,Detroit Mechanix,20,"Sat, 6/23 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,40,/league/game/2018-06-23-DET-IND,2018,2018-06-23,7:00 PM EDT,Indianapolis,13,973
969,Montreal Royal,23,"Sat, 6/23 7:00 PM EDT New York",New York Empire,22,/league/game/2018-06-23-MTL-NY,2018,2018-06-23,7:00 PM EDT,New York,13,970
970,DC Breeze,21,"Sat, 6/23 6:30 PM EDT Toronto",Toronto Rush,28,/league/game/2018-06-23-DC-TOR,2018,2018-06-23,6:30 PM EDT,Toronto,13,968
971,Raleigh Flyers,20,"Sat, 6/23 6:30 PM EDT Atlanta",Atlanta Hustle,30,/league/game/2018-06-23-RAL-ATL,2018,2018-06-23,6:30 PM EDT,Atlanta,13,967
972,Pittsburgh Thunderbirds,29,"Sat, 6/23 6:00 PM CDT Minnesota",Minnesota Wind Chill,28,/league/game/2018-06-23-PIT-MIN,2018,2018-06-23,6:00 PM CDT,Minnesota,13,966
973,Nashville Nightwatch,23,"Sat, 6/23 7:00 PM CDT Austin",Austin Sol,24,/league/game/2018-06-23-NSH-AUS,2018,2018-06-23,7:00 PM CDT,Austin,13,969
974,Chicago Wildfire,31,"Sun, 6/24 TBD Detroit",Detroit Mechanix,27,/league/game/2018-06-24-CHI-DET,2018,2018-06-24,TBD Detroit,,13,974
975,Los Angeles Aviators,25,"Sun, 6/24 1:00 PM PDT San Francisco",San Francisco FlameThrowers,24,/league/game/2018-06-24-LA-SF,2018,2018-06-24,1:00 PM PDT,San Francisco,13,975
976,Nashville Nightwatch,16,"Sun, 6/24 1:00 PM CDT Dallas",Dallas Roughnecks,28,/league/game/2018-06-24-NSH-DAL,2018,2018-06-24,1:00 PM CDT,Dallas,13,976
977,Montreal Royal,19,"Sun, 6/24 1:00 PM EDT Philadelphia",Philadelphia Phoenix,27,/league/game/2018-06-24-MTL-PHI,2018,2018-06-24,1:00 PM EDT,Philadelphia,13,977
978,DC Breeze,30,"Sun, 6/24 2:00 PM EDT Ottawa",Ottawa Outlaws,29,/league/game/2018-06-24-DC-OTT,2018,2018-06-24,2:00 PM EDT,Ottawa,13,978
979,Austin Sol,25,"Sat, 6/30 7:00 PM CDT Dallas",Dallas Roughnecks,29,/league/game/2018-06-30-AUS-DAL,2018,2018-06-30,7:00 PM CDT,Dallas,14,987
980,Atlanta Hustle,16,"Sat, 6/30 7:00 PM EDT Tampa Bay",Tampa Bay Cannons,19,/league/game/2018-06-30-ATL-TB,2018,2018-06-30,7:00 PM EDT,Tampa Bay,14,985
981,Philadelphia Phoenix,15,"Sat, 6/30 6:30 PM EDT DC",DC Breeze,25,/league/game/2018-06-30-PHI-DC,2018,2018-06-30,6:30 PM EDT,DC,14,984
982,San Francisco FlameThrowers,22,"Sat, 6/30 6:30 PM PDT San Diego",San Diego Growlers,27,/league/game/2018-06-30-SF-SD,2018,2018-06-30,6:30 PM PDT,San Diego,14,983
983,Nashville Nightwatch,20,"Sat, 6/30 7:00 PM EDT Raleigh",Raleigh Flyers,33,/league/game/2018-06-30-NSH-RAL,2018,2018-06-30,7:00 PM EDT,Raleigh,14,986
984,Indianapolis AlleyCats,17,"Sat, 6/30 6:00 PM CDT Madison",Madison Radicals,26,/league/game/2018-06-30-IND-MAD,2018,2018-06-30,6:00 PM CDT,Madison,14,981
985,Chicago Wildfire,23,"Sat, 6/30 6:00 PM CDT Minnesota",Minnesota Wind Chill,25,/league/game/2018-06-30-CHI-MIN,2018,2018-06-30,6:00 PM CDT,Minnesota,14,980
986,Pittsburgh Thunderbirds,20,"Sat, 6/30 TBD Detroit",Detroit Mechanix,19,/league/game/2018-06-30-PIT-DET,2018,2018-06-30,TBD Detroit,,14,979
987,New York Empire,29,"Sat, 6/30 6:00 PM EDT Ottawa",Ottawa Outlaws,23,/league/game/2018-06-30-NY-OTT,2018,2018-06-30,6:00 PM EDT,Ottawa,14,982
988,New York Empire,26,"Sun, 7/1 1:00 PM EDT Montreal",Montreal Royal,18,/league/game/2018-07-01-NY-MTL,2018,2018-07-01,1:00 PM EDT,Montreal,14,988
989,San Francisco FlameThrowers,21,"Sun, 7/1 1:30 PM PDT LA",Los Angeles Aviators,28,/league/game/2018-07-01-SF-LA,2018,2018-07-01,1:30 PM PDT,LA,14,989
990,San Jose Spiders,24,"Sun, 7/1 1:30 PM PDT Seattle",Seattle Cascades,25,/league/game/2018-07-01-SJ-SEA,2018,2018-07-01,1:30 PM PDT,Seattle,14,990
991,Minnesota Wind Chill,24,"Tue, 7/3 7:00 PM CDT Madison",Madison Radicals,35,/league/game/2018-07-03-MIN-MAD,2018,2018-07-03,7:00 PM CDT,Madison,15,991
992,Tampa Bay Cannons,16,"Sat, 7/7 7:00 PM CDT Dallas",Dallas Roughnecks,21,/league/game/2018-07-07-TB-DAL,2018,2018-07-07,7:00 PM CDT,Dallas,15,996
993,Philadelphia Phoenix,23,"Sat, 7/7 7:00 PM EDT New York",New York Empire,27,/league/game/2018-07-07-PHI-NY,2018,2018-07-07,7:00 PM EDT,New York,15,995
994,Montreal Royal,24,"Sat, 7/7 6:30 PM EDT Toronto",Toronto Rush,28,/league/game/2018-07-07-MTL-TOR,2018,2018-07-07,6:30 PM EDT,Toronto,15,993
995,Indianapolis AlleyCats,25,"Sat, 7/7 6:00 PM CDT Chicago",Chicago Wildfire,18,/league/game/2018-07-07-IND-CHI,2018,2018-07-07,6:00 PM CDT,Chicago,15,992
996,Atlanta Hustle,25,"Sat, 7/7 7:00 PM EDT Raleigh",Raleigh Flyers,26,/league/game/2018-07-07-ATL-RAL,2018,2018-07-07,7:00 PM EDT,Raleigh,15,994
997,Tampa Bay Cannons,7,"Sun, 7/8 1:00 PM CDT Austin",Austin Sol,6,/league/game/2018-07-08-TB-AUS,2018,2018-07-08,1:00 PM CDT,Austin,15,997
998,Toronto Rush,26,"Sun, 7/8 2:00 PM EDT Ottawa",Ottawa Outlaws,13,/league/game/2018-07-08-TOR-OTT,2018,2018-07-08,2:00 PM EDT,Ottawa,15,998
999,Seattle Cascades,24,"Fri, 7/13 7:30 PM PDT San Jose",San Jose Spiders,27,/league/game/2018-07-13-SEA-SJ,2018,2018-07-13,7:30 PM PDT,San Jose,16,999
1000,Nashville Nightwatch,23,"Sat, 7/14 7:00 PM EDT Tampa Bay",Tampa Bay Cannons,24,/league/game/2018-07-14-NSH-TB,2018,2018-07-14,7:00 PM EDT,Tampa Bay,16,1004
1001,Los Angeles Aviators,21,"Sat, 7/14 7:15 PM PDT San Diego",San Diego Growlers,34,/league/game/2018-07-14-LA-SD,2018,2018-07-14,7:15 PM PDT,San Diego,16,1006
1002,New York Empire,19,"Sat, 7/14 6:30 PM EDT DC",DC Breeze,29,/league/game/2018-07-14-NY-DC,2018,2018-07-14,6:30 PM EDT,DC,16,1003
1003,Minnesota Wind Chill,16,"Sat, 7/14 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,26,/league/game/2018-07-14-MIN-IND,2018,2018-07-14,7:00 PM EDT,Indianapolis,16,1005
1004,Detroit Mechanix,10,"Sat, 7/14 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,32,/league/game/2018-07-14-DET-PIT,2018,2018-07-14,6:00 PM EDT,Pittsburgh,16,1001
1005,Chicago Wildfire,24,"Sat, 7/14 6:00 PM CDT Madison",Madison Radicals,27,/league/game/2018-07-14-CHI-MAD,2018,2018-07-14,6:00 PM CDT,Madison,16,1000
1006,Seattle Cascades,31,"Sat, 7/14 6:30 PM PDT San Francisco",San Francisco FlameThrowers,20,/league/game/2018-07-14-SEA-SF,2018,2018-07-14,6:30 PM PDT,San Francisco,16,1002
1007,Ottawa Outlaws,32,"Sun, 7/15 1:00 PM EDT Montreal",Montreal Royal,25,/league/game/2018-07-15-OTT-MTL,2018,2018-07-15,1:00 PM EDT,Montreal,16,1007
1008,Minnesota Wind Chill,23,"Sun, 7/15 1:00 PM CDT Chicago",Chicago Wildfire,20,/league/game/2018-07-15-MIN-CHI,2018,2018-07-15,1:00 PM CDT,Chicago,16,1008
1009,New York Empire,30,"Sun, 7/15 2:00 PM EDT Philadelphia",Philadelphia Phoenix,22,/league/game/2018-07-15-NY-PHI,2018,2018-07-15,2:00 PM EDT,Philadelphia,16,1009
1010,Nashville Nightwatch,26,"Sun, 7/15 5:00 PM EDT Atlanta",Atlanta Hustle,30,/league/game/2018-07-15-NSH-ATL,2018,2018-07-15,5:00 PM EDT,Atlanta,16,1010
1011,San Diego Growlers,22,"Sat, 7/21 7:00 PM PDT LA",Los Angeles Aviators,26,/league/game/2018-07-21-SD-LA,2018,2018-07-21,7:00 PM PDT,LA,17,1011
1012,New York Empire,19,"Sat, 7/21 7:00 PM EDT DC",DC Breeze,15,/league/game/2018-07-21-NY-DC,2018,2018-07-21,7:00 PM EDT,DC,17,1012
1013,Minnesota Wind Chill,19,"Sat, 7/21 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,20,/league/game/2018-07-21-MIN-IND,2018,2018-07-21,7:00 PM EDT,Indianapolis,17,1013
1014,Raleigh Flyers,26,"Fri, 7/27 7:00 PM CDT Austin",Austin Sol,23,/league/game/2018-07-27-RAL-AUS,2018,2018-07-27,7:00 PM CDT,Austin,18,1014
1015,Indianapolis AlleyCats,18,"Sat, 7/28 6:00 PM CDT Madison",Madison Radicals,27,/league/game/2018-07-28-IND-MAD,2018,2018-07-28,6:00 PM CDT,Madison,18,1015
1016,New York Empire,18,"Sat, 7/28 6:30 PM EDT Toronto",Toronto Rush,17,/league/game/2018-07-28-NY-TOR,2018,2018-07-28,6:30 PM EDT,Toronto,18,1016
1017,Raleigh Flyers,19,"Sat, 7/28 7:00 PM CDT Dallas",Dallas Roughnecks,20,/league/game/2018-07-28-RAL-DAL,2018,2018-07-28,7:00 PM CDT,Dallas,18,1017
1018,Los Angeles Aviators,19,"Sat, 8/11 7:00 PM CDT Madison",Madison Radicals,24,/league/game/2018-08-11-LA-MAD,2018,2018-08-11,7:00 PM CDT,Madison,20,1019
1019,New York Empire,30,"Sat, 8/11 4:00 PM CDT Dallas",Dallas Roughnecks,32,/league/game/2018-08-11-NY-DAL,2018,2018-08-11,4:00 PM CDT,Dallas,20,1018
1020,Dallas Roughnecks,16,"Sun, 8/12 12:00 AM CDT Madison",Madison Radicals,20,/league/game/2018-08-12-DAL-MAD,2018,2018-08-12,12:00 AM CDT,Madison,20,1020
1021,Raleigh Flyers,17,"Fri, 4/5 7:30 PM CDT Dallas",Dallas Roughnecks,19,/league/game/2019-04-05-RAL-DAL,2019,2019-04-05,7:30 PM CDT,Dallas,1,1021
1022,Raleigh Flyers,22,"Sat, 4/6 6:00 PM CDT Austin",Austin Sol,18,/league/game/2019-04-06-RAL-AUS,2019,2019-04-06,6:00 PM CDT,Austin,1,1022
1023,San Jose Spiders,28,"Sat, 4/6 6:30 PM PDT Seattle",Seattle Cascades,27,/league/game/2019-04-06-SJ-SEA,2019,2019-04-06,6:30 PM PDT,Seattle,1,1023
1024,Los Angeles Aviators,18,"Sat, 4/6 6:45 PM PDT San Diego",San Diego Growlers,20,/league/game/2019-04-06-LA-SD,2019,2019-04-06,6:45 PM PDT,San Diego,1,1024
1025,Atlanta Hustle,17,"Sat, 4/6 7:05 PM EDT Tampa Bay",Tampa Bay Cannons,18,/league/game/2019-04-06-ATL-TB,2019,2019-04-06,7:05 PM EDT,Tampa Bay,1,1025
1026,San Jose Spiders,18,"Fri, 4/12 7:30 PM PDT LA",Los Angeles Aviators,22,/league/game/2019-04-12-SJ-LA,2019,2019-04-12,7:30 PM PDT,LA,2,1026
1027,DC Breeze,18,"Sat, 4/13 6:00 PM EDT New York",New York Empire,21,/league/game/2019-04-13-DC-NY,2019,2019-04-13,6:00 PM EDT,New York,2,1027
1028,Dallas Roughnecks,17,"Sat, 4/13 6:00 PM CDT Austin",Austin Sol,19,/league/game/2019-04-13-DAL-AUS,2019,2019-04-13,6:00 PM CDT,Austin,2,1028
1029,San Jose Spiders,24,"Sat, 4/13 6:45 PM PDT San Diego",San Diego Growlers,25,/league/game/2019-04-13-SJ-SD,2019,2019-04-13,6:45 PM PDT,San Diego,2,1029
1030,Raleigh Flyers,24,"Sat, 4/13 7:00 PM EDT Atlanta",Atlanta Hustle,21,/league/game/2019-04-13-RAL-ATL,2019,2019-04-13,7:00 PM EDT,Atlanta,2,1030
1031,Madison Radicals,22,"Sun, 4/14 6:00 PM EDT Indianapolis",Indianapolis AlleyCats,20,/league/game/2019-04-14-MAD-IND,2019,2019-04-14,6:00 PM EDT,Indianapolis,2,1031
1032,San Diego Growlers,21,"Sat, 4/20 7:00 PM PDT San Jose",San Jose Spiders,16,/league/game/2019-04-20-SD-SJ,2019,2019-04-20,7:00 PM PDT,San Jose,3,1038
1033,Atlanta Hustle,14,"Sat, 4/20 7:05 PM EDT Tampa Bay",Tampa Bay Cannons,17,/league/game/2019-04-20-ATL-TB,2019,2019-04-20,7:05 PM EDT,Tampa Bay,3,1039
1034,Austin Sol,17,"Sat, 4/20 7:00 PM CDT Dallas",Dallas Roughnecks,21,/league/game/2019-04-20-AUS-DAL,2019,2019-04-20,7:00 PM CDT,Dallas,3,1036
1035,Detroit Mechanix,22,"Sat, 4/20 7:00 PM EDT Indianapolis",Indianapolis AlleyCats,26,/league/game/2019-04-20-DET-IND,2019,2019-04-20,7:00 PM EDT,Indianapolis,3,1037
1036,Pittsburgh Thunderbirds,17,"Sat, 4/20 6:00 PM CDT Madison",Madison Radicals,26,/league/game/2019-04-20-PIT-MAD,2019,2019-04-20,6:00 PM CDT,Madison,3,1034
1037,Los Angeles Aviators,24,"Sat, 4/20 6:00 PM PDT Seattle",Seattle Cascades,20,/league/game/2019-04-20-LA-SEA,2019,2019-04-20,6:00 PM PDT,Seattle,3,1033
1038,Philadelphia Phoenix,18,"Sat, 4/20 4:00 PM EDT DC",DC Breeze,20,/league/game/2019-04-20-PHI-DC,2019,2019-04-20,4:00 PM EDT,DC,3,1032
1039,Chicago Wildfire,26,"Sat, 4/20 6:00 PM CDT Minnesota",Minnesota Wind Chill,25,/league/game/2019-04-20-CHI-MIN,2019,2019-04-20,6:00 PM CDT,Minnesota,3,1035
1040,Seattle Cascades,18,"Fri, 4/26 7:00 PM PDT San Diego",San Diego Growlers,20,/league/game/2019-04-26-SEA-SD,2019,2019-04-26,7:00 PM PDT,San Diego,4,1040
1041,Toronto Rush,19,"Sat, 4/27 2:00 PM EDT Ottawa",Ottawa Outlaws,13,/league/game/2019-04-27-TOR-OTT,2019,2019-04-27,2:00 PM EDT,Ottawa,4,1041
1042,Indianapolis AlleyCats,19,"Sat, 4/27 5:45 PM EDT Detroit",Detroit Mechanix,16,/league/game/2019-04-27-IND-DET,2019,2019-04-27,5:45 PM EDT,Detroit,4,1042
1043,Pittsburgh Thunderbirds,22,"Sat, 4/27 6:00 PM CDT Minnesota",Minnesota Wind Chill,25,/league/game/2019-04-27-PIT-MIN,2019,2019-04-27,6:00 PM CDT,Minnesota,4,1043
1044,New York Empire,25,"Sat, 4/27 6:00 PM EDT Philadelphia",Philadelphia Phoenix,16,/league/game/2019-04-27-NY-PHI,2019,2019-04-27,6:00 PM EDT,Philadelphia,4,1044
1045,Raleigh Flyers,21,"Sat, 4/27 7:00 PM EDT Atlanta",Atlanta Hustle,15,/league/game/2019-04-27-RAL-ATL,2019,2019-04-27,7:00 PM EDT,Atlanta,4,1045
1046,Seattle Cascades,19,"Sat, 4/27 7:30 PM PDT LA",Los Angeles Aviators,25,/league/game/2019-04-27-SEA-LA,2019,2019-04-27,7:30 PM PDT,LA,4,1046
1047,Montreal Royal,19,"Sun, 4/28 2:00 PM EDT New York",New York Empire,23,/league/game/2019-04-28-MTL-NY,2019,2019-04-28,2:00 PM EDT,New York,4,1047
1048,Los Angeles Aviators,0,"Sat, 5/4 7:00 PM PDT San Jose",San Jose Spiders,0,/league/game/2019-05-04-LA-SJ,2019,2019-05-04,7:00 PM PDT,San Jose,5,1054
1049,Ottawa Outlaws,0,"Sat, 5/4 6:00 PM EDT DC",DC Breeze,0,/league/game/2019-05-04-OTT-DC,2019,2019-05-04,6:00 PM EDT,DC,5,1052
1050,Minnesota Wind Chill,0,"Sat, 5/4 6:00 PM CDT Chicago",Chicago Wildfire,0,/league/game/2019-05-04-MIN-CHI,2019,2019-05-04,6:00 PM CDT,Chicago,5,1051
1051,San Diego Growlers,0,"Sat, 5/4 6:30 PM PDT Seattle",Seattle Cascades,0,/league/game/2019-05-04-SD-SEA,2019,2019-05-04,6:30 PM PDT,Seattle,5,1053
1052,Austin Sol,0,"Sat, 5/4 5:00 PM EDT Atlanta",Atlanta Hustle,0,/league/game/2019-05-04-AUS-ATL,2019,2019-05-04,5:00 PM EDT,Atlanta,5,1049
1053,Montreal Royal,0,"Sat, 5/4 4:00 PM EDT Toronto",Toronto Rush,0,/league/game/2019-05-04-MTL-TOR,2019,2019-05-04,4:00 PM EDT,Toronto,5,1048
1054,Indianapolis AlleyCats,0,"Sat, 5/4 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,0,/league/game/2019-05-04-IND-PIT,2019,2019-05-04,6:00 PM EDT,Pittsburgh,5,1050
1055,Minnesota Wind Chill,0,"Sun, 5/5 1:00 PM EDT Detroit",Detroit Mechanix,0,/league/game/2019-05-05-MIN-DET,2019,2019-05-05,1:00 PM EDT,Detroit,5,1055
1056,Austin Sol,0,"Sun, 5/5 1:00 PM EDT Raleigh",Raleigh Flyers,0,/league/game/2019-05-05-AUS-RAL,2019,2019-05-05,1:00 PM EDT,Raleigh,5,1056
